Title,Lien,Baseline,Difficulty,Featured,Logo,Typologie,Published,Categorie,opensource,Pratiques,Objectifs projet,Défis,Défis créatifs,Lien d'apprentissage,Qui ?
Twine,http://twinery.org/,,,,Twine__An_open-source_tool_for_telling_interactive_nonlinear_stories (https://dl.airtable.com/SdYwgvOQiGeZikPrhD87_Twine__An_open-source_tool_for_telling_interactive_nonlinear_stories),Plateforme,,Storytelling interactif,,,,,,,
Wakelet,https://wakelet.com/,,,,Wakelet_wakelet__Twitter (https://dl.airtable.com/fp4WLvuPR7iCGmUdwqxE_Wakelet_wakelet__Twitter),,,Storytelling interactif,,,,,,,
Webslides ,http://webslides.tv,,,checked,WebSlides_WebSlides__Twitter (https://dl.airtable.com/qQsTapZ0ThqkCq9FxpEk_WebSlides_WebSlides__Twitter),Framework,,Storytelling interactif,,,,,,,
Coolsymbol,https://coolsymbol.com/,"Liste de tous les caractères spéciaux qui existent. On y pense pas toujours, mais un grand nombre de caractères sont en général intégrés aux polices...",1,,Symbols__Fancy_Text_-_Cool_Symbols_Characters__Emoji__ (https://dl.airtable.com/.attachments/ea293a45e512757ccf220191f2aa503e/dda0f627/Symbols__Fancy_Text_-_Cool_Symbols_Characters__Emoji__),Bibliothèque,checked,Typo et polices,,,,,,,
Dafont,http://dafont.com,Le site de référence pour télécharger des polices. Elles sont toutes (ou presque) gratuites. Mais il faut faire le tri...,1,,dafont_dafont_com__Twitter (https://dl.airtable.com/LNfgT8gVS2Odni48Kjt7_dafont_dafont_com__Twitter),Bibliothèque,checked,Typo et polices,,,,,,,
Fonstruct,https://fontstruct.com,"Outil pour créer ses propres polices de caractères en ligne, à partir d'éléments modulaires simples",2,,FontStruct__Software_Reviews__Alternatives (https://dl.airtable.com/.attachments/471c094484c14462b1278f4ad68e8791/49615f76/FontStruct__Software_Reviews__Alternatives),Webapp,checked,Typo et polices,,,,,,,
Fontjoy,https://fontjoy.com/,Fontjoy utilise l'apprentissage profond pour proposer des assemblages de polices,1,,Fontjoy_-_Helpful_Font_Pairing_Tools_For_Designers__Design_... (https://dl.airtable.com/p5NUNWovS5ObPTE8hRMp_Fontjoy_-_Helpful_Font_Pairing_Tools_For_Designers__Design_...),Webapp,checked,Typo et polices,,,,,,,
Fonts in use ,https://fontsinuse.com/,Fonts in use est une bibliothèque d'exemples d'utilisation de polices dans différentes situations. Sort des polices classiques... ,1,,Fonts_In_Use_FontsInUse__Twitter (https://dl.airtable.com/.attachments/d58ed6d96cc57d68a150ede6b3b0fae9/8fc93cca),Inspiration,checked,Typo et polices,,,,,,,
Fontself,https://www.fontself.com/,Plugin (payant) Illustrator et/ou Photoshop permettant de créer ses propres polices de caractères.,3,,Whats_new_at_Fontself (https://dl.airtable.com/B6UFcAbwTsGeeqymeErH_Whats_new_at_Fontself),Plugin,checked,Typo et polices,,,,,,,
Google Fonts ,http://google.com/fonts,"Bibliothèque de polices. Utilisation simplifiée pour le web, en copiant juste un bout de CSS. ",2,,Google_Fonts_googlefonts__Twitter (https://dl.airtable.com/vQ9hMb29Su2BINtzIlEW_Google_Fonts_googlefonts__Twitter),"Bibliothèque,Webapp",checked,Typo et polices,,,,,,,
Jetbrains ,https://www.jetbrains.com/lp/mono/,Jetbrains est une police 100% adaptative faite pour les développeurs.,3,checked,Brand_Guidelines_-_JetBrains (https://dl.airtable.com/.attachments/e7f1a113fe4bf5012f0578f7ef996a5d/2e57701d/Brand_Guidelines_-_JetBrains),Framework,checked,Typo et polices,checked,,,,,,
Liste des emojis,https://unicode.org/emoji/charts/full-emoji-list.html,"Liste des caractères unicode d'emoji, pour pouvoir les intégrer dans ses propres projets",1,,Emoji_-_Wikipedia (https://dl.airtable.com/.attachments/b3018f0bac1c0c5a8270068283a692a5/a03ea801/Emoji_-_Wikipedia),Bibliothèque,checked,Typo et polices,,,,,,,
MyFonts,http://www.myfonts.com/,MyFonts est un magasin de polices professionnelles de haute qualité. Des bundles permettent d'économiser un peu...,1,,MyFonts_MyFonts__Twitter (https://dl.airtable.com/SVqrkuEcTmWZWYh0ESnl_MyFonts_MyFonts__Twitter),Shop,checked,Typo et polices,,,,,,,
Recursive,https://www.recursive.design/,Une seule police qui s'adapte à plein d'usages. Elle est entièrement customisable sur le site,3,,Are.na__open_source_typefaces (https://dl.airtable.com/.attachments/18c79d369898012b5b90dcf8422a06fc/61af7a01/Are.na__open_source_typefaces),Framework,checked,Typo et polices,,,,,,,
text faces,https://textfac.es/,"Bibliothèque d'emojis 100% texte, à base de caractères spéciaux",1,,Isolated_comic_balloon_line_art_icon_with_a_emotionless_text_fac_... (https://dl.airtable.com/.attachments/37a43cbe5e74c761e1cdc0ec6794a932/7751ebbd/Isolated_comic_balloon_line_art_icon_with_a_emotionless_text_fac_...),Bibliothèque,checked,Typo et polices,,,,,,,
type anything ,https://app.typeanything.io/,"Webapplication permettant de tester différentes combinaisons de polices en situation, puis de télécharger le CSS correspondant",1,,Capture d’écran 2020-01-30 à 08.30.28.png (https://dl.airtable.com/.attachments/90e24250f1eb9e996174511a8ceedc0b/d83ee624/Capturedecran2020-01-30a08.30.28.png),Webapp,checked,Typo et polices,,,,,,,
Type Genius,https://www.canva.com/font-combinations/,Type Genius (mainteannt intégré à Canva) permet de tester des assemblages de polices en partant d'une police de départ,1,,Paul_Renner_you_mad_genius.__Font__Lettering_Typography_letters_... (https://dl.airtable.com/.attachments/889044fe15a601aae5700ad8c28b2de3/84add563/Paul_Renner_you_mad_genius.__Font__Lettering_Typography_letters_...),Webapp,checked,Typo et polices,,,,,,,
type wolf,https://www.typewolf.com/,Site d'inspiration sur les tendances actuelles de polices,1,,Whats_Trending_in_Type__Typewolf (https://dl.airtable.com/FsynKEQTnWdsLZOsZvzt_Whats_Trending_in_Type__Typewolf),Inspiration,checked,Typo et polices,,,,,,,
v-fonts,https://v-fonts.com/,"Site simple et bien fait pour trouver et essayer des polices variables (avec plusieurs épaisseurs, etc.)",2,,Variable_Fonts_-_bookmarks.design (https://dl.airtable.com/.attachments/ae1c4e516f989fe4d15dbf85c83a55d1/03a403a8/Variable_Fonts_-_bookmarks.design),Webapp,checked,Typo et polices,,,,,,,
Whatthefont ,http://www.myfonts.com/WhatTheFont/,"Outil en ligne permettant de deviner une police à partir d'une image. Pas toujours 100% juste, mais ça vaut le coup de le tenter",2,,Free_Download_WhatTheFont_APK_for_Android (https://dl.airtable.com/pbpIwOmTdK7v20CDWrrj_Free_Download_WhatTheFont_APK_for_Android),Webapp,checked,Typo et polices,,,,,,,
Affinity designer,https://affinity.serif.com/fr/designer/,,,,Affinity_Designer_Logo__Design__Pinterest__Design_Serif_and_... (https://dl.airtable.com/WOF90M7cQFykenlBGZ3w_Affinity_Designer_Logo__Design__Pinterest__Design_Serif_and_...),"App,Logiciel",,Vectoriel et icônes,,Design graphique,,,,,
Dotgrid,https://hundredrabbits.itch.io/dotgrid,,,,Dot_Grid_Procreate_Brush_-_halfapx (https://dl.airtable.com/.attachments/1e7fba060d5c2250b8826e8d52fbf612/c9885370/Dot_Grid_Procreate_Brush_-_halfapx),Bibliothèque,,Vectoriel et icônes,,Design graphique,,,,,
Entypo,http://www.entypo.com/,,,,Index_of_wp-contentpluginsbrixproassetsicon_packsentypo (https://dl.airtable.com/6RSFsybOSqO3i2Xaj4qZ_Index_of_wp-contentpluginsbrixproassetsicon_packsentypo),Bibliothèque,,Vectoriel et icônes,,Design graphique,,,,,
Feather,https://feathericons.com,Bibliothèque de près de 300 icônes à base de lignes. On peut en modifier la taille ou l'épaisseur facilement. ,2,,Feather_icons__Noun_Project (https://dl.airtable.com/yKNZYdnHRlarGVVwMUwh_Feather_icons__Noun_Project),Bibliothèque,checked,Vectoriel et icônes,,Design graphique,,,,,
Flaticon,https://www.flaticon.com/,,,,flaticon_theflaticon__Twitter (https://dl.airtable.com/3FRervmRK7l3pYlFQADE_flaticon_theflaticon__Twitter),Bibliothèque,,Vectoriel et icônes,,Design graphique,,,,,
Font Awesome,https://fontawesome.com/,Bibliothèque d'icones faites pour le web sous forme de police.,,,Font_Awesome_fontawesome__Twitter (https://dl.airtable.com/fYZdKKV5RxSu3p4dkUng_Font_Awesome_fontawesome__Twitter),Bibliothèque,checked,Vectoriel et icônes,,Design graphique,,"Site fonctionnel ,Landing page",,,
Humaaans,https://www.humaaans.com/,,,,Humaaans_-_bookmarks.design (https://dl.airtable.com/.attachments/85dca0f5abfa0adca91170e81f16ef87/b9c13a6a/Humaaans_-_bookmarks.design),Bibliothèque,,Vectoriel et icônes,,,,,,,
Icofont ,http://icofont.com/,,,,wwwhere_icofont (https://dl.airtable.com/IhTihWNMRyasRxu36FuP_wwwhere_icofont),,,Vectoriel et icônes,,Design graphique,,,,,
Icon8,https://icons8.com/icons,,,,Icono_Logotipo_de_Icons8_-_Descarga_gratuita_en_Icons8 (https://dl.airtable.com/.attachments/4a4f3c4b4e3710ffbbaeda116e970b26/b9fcf791/Icono_Logotipo_de_Icons8_-_Descarga_gratuita_en_Icons8),Bibliothèque,,Vectoriel et icônes,,,,,,,
Icon8 illustrations,https://icons8.com/ouch,Super illustrations gratuites en plusieurs styles,,checked,icon8__Browse_images_about_icon8_at_Instagram_-Imgrum (https://dl.airtable.com/.attachments/698056ef437c8088c5a869766e257d57/3f43f3a2/icon8__Browse_images_about_icon8_at_Instagram_-Imgrum),Bibliothèque,checked,Vectoriel et icônes,,Design graphique,,"Site fonctionnel ,Landing page",,,
Icon8 line icones,https://icons8.com/line-awesome,,,,Icons8_User_Reviews_Pricing__Popular_Alternatives (https://dl.airtable.com/.attachments/b6539f0a58411f93a063145d9521aed0/0f5f3769/Icons8_User_Reviews_Pricing__Popular_Alternatives),Bibliothèque,,Vectoriel et icônes,,,,,,,
Illustrations.co,https://illlustrations.co/,Série d'illustrations vectorielles multicolores gratuites. Téléchargeables en plusieurs formats différents.,1,,Capture d’écran 2020-01-29 à 22.41.02.png (https://dl.airtable.com/.attachments/0c65c8e513633d5568688e38286ff70c/e606bda5/Capturedecran2020-01-29a22.41.02.png),Bibliothèque,checked,Vectoriel et icônes,,,,,,,
Inconscout ,https://iconscout.com/,Bibliothèques d'icônes propres. Il en existe de tous les styles et de toutes les couleurs,1,,Iconscout_Freebiess_Iconist_Illustrator_Portfolio_-_Iconscout (https://dl.airtable.com/GVkdpgMKT7CoF08g4uRG_Iconscout_Freebiess_Iconist_Illustrator_Portfolio_-_Iconscout),Bibliothèque,checked,Vectoriel et icônes,,Design graphique,,Landing page,,,
Lingo ,https://www.lingoapp.com/,Outil de gestion de visuels faite par l'équipe de Noun Project. Permet de retrouver tous les bons éléments au même endroit et respecter la charte graphique de l'organisation,3,,Lingo (https://dl.airtable.com/0DFqi3l4Q565FpMzSU1X_Lingo),"Logiciel,App",checked,Vectoriel et icônes,,Design graphique,,,,,
Noun project,https://thenounproject.com,Grande bibliothèque participative d'icones. ,1,checked,The_Noun_Project_-_Wikipedia (https://dl.airtable.com/Dpy8sIgBQYuPdI4dXwZt_The_Noun_Project_-_Wikipedia),"Bibliothèque,Plateforme",checked,Vectoriel et icônes,,Design graphique,,"Landing page,Pitchdeck",,,
Nucleo App,https://nucleoapp.com/,,,,Resources_-_UX_Power_Tools (https://dl.airtable.com/yfGvXK8cRca27ypfapvB_Resources_-_UX_Power_Tools),"App,Logiciel",,Vectoriel et icônes,,Design graphique,,,,,
Retro vectors,http://retrovectors.com/,,,,retrovectors_retrovectors__Twitter (https://dl.airtable.com/.attachments/7e1989bea153a4ff9b7cc15040e33802/ce9022cd/retrovectors_retrovectors__Twitter),,,Vectoriel et icônes,,Design graphique,,,,,
UnDraw,https://undraw.co/,,,checked,Undraw_App_on_Twitter_Men_in_blue_are_apparently_comparable_with_... (https://dl.airtable.com/eLuDj1LRVWGxAQTznPhY_Undraw_App_on_Twitter_Men_in_blue_are_apparently_comparable_with_...),Bibliothèque,,Vectoriel et icônes,,Design graphique,,"Landing page,Pitchdeck",,,
Feedly,,,,,Feedly_-_Smarter_News_Reader_-_Apps_on_Google_Play (https://dl.airtable.com/0Nqk4TARQWw9Xyb893rZ_Feedly_-_Smarter_News_Reader_-_Apps_on_Google_Play),,,Veille et benchmark,,,,,,,
Guides.co,http://guides.co,,,,Guides.co__Crunchbase (https://dl.airtable.com/tDPfItLuRk2xM3LbJdmP_Guides.co__Crunchbase),,,Veille et benchmark,,,,,,,
Mixtapes,,,,,,,,Veille et benchmark,,,,Benchmark,,,
Needle,http://needle.univ-lorraine.fr/,,,,,Plugin,,Veille et benchmark,,,,,,,
Point ,http://www.getpoint.co/,,,,Get_Point (https://dl.airtable.com/UqEcuAnRThOINC7ORfNF_Get_Point),,,Veille et benchmark,,,,,,,
PSFK labs,,,,,PSFK_Labs_PSFKLabs__Twitter (https://dl.airtable.com/nW7bg2kESksOQzP0GMxb_PSFK_Labs_PSFKLabs__Twitter),,,Veille et benchmark,,,,,,,
Soon soon soon ,,,,,soonsoonsoon_-_Ulule (https://dl.airtable.com/Ut2LghSIQcSqtLZV2Gc9_soonsoonsoon_-_Ulule),,,Veille et benchmark,,,,,,,
Blackbox,https://www.blackbox.cool/,,,,blackbox.png (https://dl.airtable.com/RYii4Yd3RWCQaZAP4IE1_blackbox.png),Plateforme,,Vente,,,Tester,,,,
Gumroad ,https://gumroad.com/,,,,gumroad-logo__ClicksAndLeads.com (https://dl.airtable.com/STkCvHOzRD6jomfbNPlq_gumroad-logo__ClicksAndLeads.com),Plateforme,,Vente,,,Tester,,,,
itch,http://itch.io,,,,Itchio_Logo_PNG_Transparent__SVG_Vector_-_Freebie_Supply (https://dl.airtable.com/xSqbU10S3mUPh72g62af_Itchio_Logo_PNG_Transparent__SVG_Vector_-_Freebie_Supply),,,Vente,,,Tester,,,,
Moonclerk,https://www.moonclerk.com/,,,,MoonClerk_moonclerk__Twitter (https://dl.airtable.com/GWFUBpvS0idBC2fVYqt7_MoonClerk_moonclerk__Twitter),Plateforme,,Vente,,,Tester,,,,
Patreon,https://www.patreon.com/,,,,Brand__Patreon (https://dl.airtable.com/75D9AKRqSQC06V7vXwBH_Brand__Patreon),Plateforme,,Vente,,,Tester,,,,
Pay with a tweet,https://www.paywithapost.de/,,,,Pay_with_a_tweet_-_what_and_how_-_Shell_Technos (https://dl.airtable.com/.attachments/67b4de2007739292de5cd7ccbb76a343/73439303/Pay_with_a_tweet_-_what_and_how_-_Shell_Technos),Webapp,,Vente,,,Tester,,,,
Pipedrive,https://www.pipedrive.com/fr,,,,Pipedrive_pipedrive__Twitter (https://dl.airtable.com/8L84XqWIQteHHdeUHwXk_Pipedrive_pipedrive__Twitter),"App,Plateforme,API",,Vente,,,S'organiser,,,,
Shopify ,https://fr.shopify.com/,,,,Free_Business_Tools_-_Online_Tools_for_Small_Businesses (https://dl.airtable.com/emR0ZGMQViePF8TtO55L_Free_Business_Tools_-_Online_Tools_for_Small_Businesses),"Plateforme,Bibliothèque,API",,Vente,,,Tester,,,,
Stripe,https://stripe.com/,,,,Stripe_-_Online_payment_processing_for_internet_businesses (https://dl.airtable.com/EDrANmxwTBuGAu8Kzea2_Stripe_-_Online_payment_processing_for_internet_businesses),"API,Plateforme",,Vente,,,Tester,,,,
tictail,https://tictail.com/fr,,,,This_is_fun_XXXX_-_Stream (https://dl.airtable.com/4TDQRczwRbqcUWV8wxdw_This_is_fun_XXXX_-_Stream),,,Vente,,,Tester,,,,
Tipeee ,https://fr.tipeee.com/,,,,Tipeee_logo_png_5__PNG_Image (https://dl.airtable.com/JoIJdhmQ6it05uKkZXAH_Tipeee_logo_png_5__PNG_Image),Plateforme,,Vente,,,Tester,,,,
Convertisseur,https://cloudconvert.com,,,,CloudConvert_cloudconvert__Twitter (https://dl.airtable.com/.attachments/235648c236a86d9527547fc314772416/86330715/CloudConvert_cloudconvert__Twitter),Webapp,checked,Vidéo,,,"Communiquer,Se projeter","Vidéo pitch,Vidéo d'expérience",,,
Explee,http://explee.com,,,,Explee_-_YouTube (https://dl.airtable.com/.attachments/6d01212e5a2bf508c4c6872a97d444f6/50803614/Explee_-_YouTube),,checked,Vidéo,,,"Communiquer,Se projeter","Vidéo pitch,Vidéo d'expérience",,,
Frame,http://frame.io,,,,frame_io_logo__4K_Shooters (https://dl.airtable.com/.attachments/45521a396d96c9a0011d5788711a4708/c08e57d4/frame_io_logo__4K_Shooters),Plateforme,checked,Vidéo,,,"Communiquer,Se projeter","Vidéo pitch,Vidéo d'expérience",,,
Kap,https://getkap.co/,Super app gratuite pour faire de la capture d'écran vidéo. Possiblité d'exporter en mp4 ou GIF. Uniquement sur Mac.,,checked,Kap_-_Capture_your_screen (https://dl.airtable.com/.attachments/deca9d32b352183eca7f9f9324d5cf03/589b3952/Kap_-_Capture_your_screen),App,checked,Vidéo,,,"Communiquer,Se projeter","Vidéo pitch,Vidéo d'expérience",,,
Loom,https://www.useloom.com/,Plugin Chrome gratuit pour enregistrer son écran,2,,Loom_on_Twitter_We_have_a_huge_update_for_you_say_hello_to_the_... (https://dl.airtable.com/.attachments/eb5cbc8626346603cb736f0b3d838612/ca0b5b0a/Loom_on_Twitter_We_have_a_huge_update_for_you_say_hello_to_the_...),Plugin,checked,Vidéo,,,"Communiquer,Se projeter","Vidéo pitch,Vidéo d'expérience",,,
Pexels,https://pexels.com,,,,Access__freely_use_hundreds_of_stock_photos_with_Pexels (https://dl.airtable.com/BNmdzyhaQrC7ZnEetX1d_Access__freely_use_hundreds_of_stock_photos_with_Pexels),Bibliothèque,checked,Vidéo,,,"Communiquer,Se projeter","Vidéo pitch,Vidéo d'expérience",,,
Powtoon,http://powtoon.com,,,,powtoon-logo-2_-_50Wheel_Video_Marketing_Software_and_Strategy (https://dl.airtable.com/cAXNbTEWR7eCNESg86KP_powtoon-logo-2_-_50Wheel_Video_Marketing_Software_and_Strategy),Plateforme,checked,Vidéo,,,"Communiquer,Se projeter","Vidéo pitch,Vidéo d'expérience",,,
Renderforest,http://renderforest.com,,,,Renderforest_renderforestcom__Twitter (https://dl.airtable.com/.attachments/bfbffda7d5b62b1287de98e844e3e96f/f681dcd8/Renderforest_renderforestcom__Twitter),"Bibliothèque,Plateforme",checked,Vidéo,,,"Communiquer,Se projeter","Vidéo pitch,Vidéo d'expérience",,,
Save-vid,http://keepvid.com,,,,KeepVid_-_Video_Downloader_3.1.3.3_for_Android_-_Download (https://dl.airtable.com/.attachments/091ebf0369cddcbb2cc393eb9a8b713e/f736fdd9/KeepVid_-_Video_Downloader_3.1.3.3_for_Android_-_Download),Webapp,checked,Vidéo,,,"Communiquer,Se projeter","Vidéo pitch,Vidéo d'expérience",,,
Shakr ,https://shakr.com,,,,Shakr__LinkedIn (https://dl.airtable.com/.attachments/fca3ca8664a050fe49645060482c0e8f/ae868a60/Shakr__LinkedIn),Plateforme,checked,Vidéo,,,"Communiquer,Se projeter","Vidéo pitch,Vidéo d'expérience",,,
Video Teleprompter,http://videoteleprompter.com/,,,,VideoTeleprompter__JoeAllenPro (https://dl.airtable.com/.attachments/f7d296cb148d34c31f53c23eeccf1adf/7438a175/VideoTeleprompter__JoeAllenPro),App,checked,Vidéo,,,"Communiquer,Se projeter","Vidéo pitch,Vidéo d'expérience",,,
3js,https://threejs.org/,,,,Lets_3D_with_Three.js_by_Eugenio_Keno_Leon_on_CodePen (https://dl.airtable.com/Eo7sAt6NTHmUtH870SlZ_Lets_3D_with_Three.js_by_Eugenio_Keno_Leon_on_CodePen),Framework,,Visualisation,,,"Communiquer,Comprendre","Infographie,Modélisation ",,,
Carreau,https://latelier-des-chercheurs.fr/outils/carreau-js,Outil de présentation superposée. Produit par l'Atelier des Chercheurs. Présent uniquement sur Mac,2,,LAtelier_des_Chercheurs_on_Twitter_Le_compte-rendu_vido_du_... (https://dl.airtable.com/.attachments/cfd208160ba07343105a7d1db92e6552/d3f79aba/LAtelier_des_Chercheurs_on_Twitter_Le_compte-rendu_vido_du_...),Logiciel,,Visualisation,,,,,,,
Coggle,https://coggle.it/?lang=fr,,,,Coggle (https://dl.airtable.com/.attachments/8e1cb0be33fe6a245f4f8b1b26f74aac/922015bf/Coggle),Plateforme,,Visualisation,,,,,,,
Content tools,https://contenttools.co/,,,,ContentTools_A_beautiful__small_content_editor__Best_4_Web_Design (https://dl.airtable.com/qTqa1t7ARga1fIg7ECSV_ContentTools_A_beautiful__small_content_editor__Best_4_Web_Design),"Framework,Bibliothèque",,Visualisation,,,"Communiquer,Comprendre","Infographie,Modélisation ",,,
Fastcharts,https://fastcharts.io/,,,,FastCharts.io (https://dl.airtable.com/.attachments/57296a547a92556b968644aff4e6dec6/64fdfffb/FastCharts.io),Framework,,Visualisation,,,"Communiquer,Comprendre","Infographie,Modélisation ",,,
Flourish,https://flourish.studio/,,,,Flourish_Secures_800k_in_Funding_FinSMEs (https://dl.airtable.com/AtYclCCQrmyzPRPlTdmQ_Flourish_Secures_800k_in_Funding_FinSMEs),,,Visualisation,,,"Communiquer,Comprendre","Infographie,Modélisation ",,,
Map generator,https://anvaka.github.io/city-roads,Ce générateur basé sur OpenStreetMap permet d'exporter très simplement (et gratuitement) les rues d'une ville en svg ou png. ,2,checked,OpenStreetMap_-_Wikipedia (https://dl.airtable.com/.attachments/d2809d9bf76dbae17cee1aa8bc13ba7a/5aa42def/OpenStreetMap_-_Wikipedia),Webapp,checked,Visualisation,,,,,,,
Mapchart,https://mapchart.net,,,,Create_Custom_Map_-_MapChart (https://dl.airtable.com/1ZBwEMWmR8yXDuvGXYyC_Create_Custom_Map_-_MapChart),,,Visualisation,,,"Communiquer,Comprendre","Infographie,Modélisation ",,,
Mindmanager,https://www.mindjet.com/mindmanager/,,,,Mindjet_MindManager_11.2.116_free_download_for_Mac__MacUpdate (https://dl.airtable.com/7uVdOnoCS4K8oCMKKKEf_Mindjet_MindManager_11.2.116_free_download_for_Mac__MacUpdate),,,Visualisation,,,"Communiquer,Comprendre","Infographie,Modélisation ",,,
Mindmeister,http://mindmeister.com,,,,MindMeister_Logo_-_Use_Our_Banners_amp_Logos__MindMeister (https://dl.airtable.com/X2mwgIMNTgWy6hqdz0HS_MindMeister_Logo_-_Use_Our_Banners_amp_Logos__MindMeister),"Plateforme,App",,Visualisation,,,"Communiquer,Comprendre","Infographie,Modélisation ",,,
Mural,https://mural.co/,,,,MURAL_-_Make_remote_design_work_Online_brainstorming_synthesis_... (https://dl.airtable.com/YLS5z6tQbObb8TCsH2Ut_MURAL_-_Make_remote_design_work_Online_brainstorming_synthesis_...),"Plateforme,App",,Visualisation,,,"Communiquer,Comprendre","Infographie,Modélisation ",,,
neo4j ,https://neo4j.com/,,,,Style_Guide_-_Neo4j_Graph_Database_Platform (https://dl.airtable.com/BlMXMQCNRSKzmOnCo9PH_Style_Guide_-_Neo4j_Graph_Database_Platform),Framework,,Visualisation,,,"Communiquer,Comprendre","Infographie,Modélisation ",,,
Observable,https://beta.observablehq.com,,,,Observable__GitHub (https://dl.airtable.com/fwkeKMlKQXOPvhUsh9vX_Observable__GitHub),,,Visualisation,,,"Communiquer,Comprendre","Infographie,Modélisation ",,,
Piktochart,https://piktochart.com/,,,,Piktochart_-_Wikipedia (https://dl.airtable.com/jRUolwv3Si4Nvh6eZuFG_Piktochart_-_Wikipedia),,,Visualisation,,,"Communiquer,Comprendre","Infographie,Modélisation ",,,
Sketchboard,http://sketchboard.io,,,,Sketchboard__Slack_App_Directory (https://dl.airtable.com/jtK310huTEKVsU13C44O_Sketchboard__Slack_App_Directory),,,Visualisation,,,"Communiquer,Comprendre","Infographie,Modélisation ",,,
Tableau ,https://www.tableau.com/fr-fr,,,,Larger_Tableau_logo (https://dl.airtable.com/fy7tCxZ1RDefbyz0iKAu_Larger_Tableau_logo),"Logiciel,Plateforme",,Visualisation,,,"Communiquer,Comprendre","Infographie,Modélisation ",,,
Terrain generator,https://graphicriver.net/item/3d-map-generator-terrain-from-heightmap/20244806?,,,,Mudd_and_Terrain_Graphics_Designs__Templates_from_GraphicRiver (https://dl.airtable.com/.attachments/07c62618a8e5dfba29dae2150614773c/b0eb6662/Mudd_and_Terrain_Graphics_Designs__Templates_from_GraphicRiver),Plugin,,Visualisation,,,,,,,
Dashboard toolkit,,Voir PDF CDC ,2,,,,,Wireframing,,,,KPI dashboard,,,
Whimsical,https://whimsical.co/wireframes/,,,,Whimsical_on_Twitter__Tables_in_Wireframes_just_got_a_lot_... (https://dl.airtable.com/.attachments/a0658617038eab8affd72b8b4280477e/46c4b8a7/Whimsical_on_Twitter__Tables_in_Wireframes_just_got_a_lot_...),,,Wireframing,,,,Wireframes avec parcours utilisateur,,,
Wireframe.cc,http://wireframe.cc,,,,wwwhere_wireframing (https://dl.airtable.com/.attachments/f70ead6c7e68707efaae50e92900bac5/be758a8a/wwwhere_wireframing),,,Wireframing,,,,,,,
AR.js + A Frame,https://dev.to/andraconnect/augmented-reality-in-10-lines-of-html,,,,,How-to,,AR/VR/XR,,,,,,,
Augment,http://www.augment.com/,,,,Augment_AugmenteDev__Twitter (https://dl.airtable.com/.attachments/ec5f15b03589e3f2e2098d259b1c6c81/64b26648/Augment_AugmenteDev__Twitter),,,AR/VR/XR,,,,,,,
Augmenteo,,,,,Augmenteo__Crunchbase (https://dl.airtable.com/.attachments/10f80016ffba15a3ff3cea232d1f32b7/0243afcb/Augmenteo__Crunchbase),,,AR/VR/XR,,,,,,,
Blippar ,https://www.blippar.com/,,,,Blippar_blippar__Twitter (https://dl.airtable.com/.attachments/63c6181c12d858d4e6f48ea139de1bdf/e1278a43/Blippar_blippar__Twitter),,,AR/VR/XR,,,,,,,
Blocks,https://vr.google.com/blocks/,,,,Blocks_-_Create_3D_models_in_VR_-_Google_VR (https://dl.airtable.com/.attachments/32978d74ccfb5061b4ffd7ad27484d40/49f86ee5/Blocks_-_Create_3D_models_in_VR_-_Google_VR),,,AR/VR/XR,,,,,,,
Motive,https://www.motive.io/,,,,Motive.io_motive_io__Twitter (https://dl.airtable.com/.attachments/ff575bf6cad4d83309e0270bcb631250/475be411/Motive.io_motive_io__Twitter),,,AR/VR/XR,,,,,,,
Sketchbox,https://www.sketchbox3d.com/,,,,Sketchbox_sketchbox3d__Twitter (https://dl.airtable.com/.attachments/fa83b6445085a8700b8806dea0042b43/cdde1fc2/Sketchbox_sketchbox3d__Twitter),,,AR/VR/XR,,,,Modélisation d'espace en VR,,,
Wonda VR,http://www.wondavr.com/,,,,Introducing_Wonda_VR_Studio__Wonda_VR (https://dl.airtable.com/.attachments/1ec2cc5e0721e2f02893fcad8be08733/c3332075/Introducing_Wonda_VR_Studio__Wonda_VR),,,AR/VR/XR,,,,,,,
Particle,https://www.particle.io/what-is-particle,,,,Particle_-_Welcome_to_real_IoT (https://dl.airtable.com/.attachments/58528ccb978366011707a4483c9d764d/ee5052db/Particle_-_Welcome_to_real_IoT),,,IOT,,,,,,,
